number,MEDIAN HOUSE VALUE,MEDIAN INCOME,HOUSE MEDIAN AGE,TOTAL ROOM,TOTAL BEDROOMS,POPULATION,HOUSEHOLDS,LATITUDE,LONGITUDE
4290,250000.0,1.7641,38.0,2067.0,914.0,2717.0,853.0,34.1,-118.3
4291,203300.0,1.9297,36.0,2284.0,899.0,1964.0,839.0,34.1,-118.3
4292,187500.0,1.7514,34.0,2716.0,1114.0,2991.0,1021.0,34.09,-118.29
4293,230400.0,2.2612,36.0,2332.0,993.0,3155.0,927.0,34.09,-118.3
4294,162500.0,2.7054,39.0,631.0,298.0,744.0,274.0,34.1,-118.29
4295,172500.0,2.3317,29.0,2240.0,792.0,2254.0,739.0,34.09,-118.29
4296,175000.0,3.0357,38.0,790.0,275.0,664.0,194.0,34.09,-118.28
4297,225000.0,1.9835,43.0,1583.0,658.0,1941.0,614.0,34.09,-118.29
4298,112500.0,1.9766,28.0,1562.0,648.0,1974.0,597.0,34.09,-118.29
4299,158300.0,2.0467,35.0,2198.0,998.0,3441.0,912.0,34.09,-118.29
4300,198400.0,2.0132,35.0,2624.0,1116.0,3548.0,1008.0,34.09,-118.29
4301,262500.0,1.8056,39.0,336.0,173.0,586.0,151.0,34.09,-118.29
4302,261600.0,1.9063,52.0,1272.0,322.0,984.0,353.0,34.09,-118.29
4303,253300.0,2.1927,29.0,3245.0,1190.0,3906.0,1102.0,34.09,-118.3
4304,205600.0,1.4497,25.0,2345.0,852.0,2860.0,862.0,34.09,-118.3
4305,226700.0,2.0307,32.0,2202.0,674.0,2178.0,635.0,34.09,-118.3
4306,187500.0,2.1524,36.0,2517.0,842.0,2446.0,689.0,34.09,-118.31
4307,240600.0,2.0,30.0,3165.0,1263.0,3678.0,1141.0,34.09,-118.31
4308,218200.0,1.5195,42.0,1951.0,846.0,2500.0,813.0,34.09,-118.31
4309,208800.0,1.676,44.0,2666.0,830.0,2297.0,726.0,34.09,-118.32
4310,212500.0,2.0044,30.0,1871.0,766.0,2595.0,819.0,34.09,-118.32
4311,218800.0,1.879,28.0,2173.0,819.0,2548.0,763.0,34.09,-118.32
4312,200000.0,3.6953,36.0,654.0,186.0,416.0,138.0,34.09,-118.33
4313,165000.0,1.4375,36.0,561.0,180.0,340.0,127.0,34.09,-118.33
4314,220000.0,1.9911,40.0,2004.0,687.0,1514.0,542.0,34.09,-118.33
4315,204700.0,2.3568,5.0,2665.0,954.0,1733.0,766.0,34.09,-118.34
4316,210000.0,2.2,14.0,3032.0,999.0,1691.0,841.0,34.09,-118.34
4317,346700.0,3.1078,50.0,3457.0,854.0,1584.0,841.0,34.08,-118.34
4318,321600.0,3.2946,52.0,1731.0,502.0,849.0,466.0,34.09,-118.34
4320,280600.0,2.8021,47.0,1800.0,546.0,921.0,478.0,34.09,-118.35
4321,395700.0,3.8472,52.0,1003.0,200.0,514.0,204.0,34.08,-118.35
4322,342000.0,3.8141,52.0,2088.0,388.0,908.0,375.0,34.08,-118.35
4323,315800.0,2.5982,42.0,2210.0,643.0,1228.0,605.0,34.09,-118.35
4324,333900.0,4.5833,52.0,1710.0,350.0,727.0,355.0,34.08,-118.35
4325,304800.0,3.2824,52.0,1965.0,480.0,794.0,451.0,34.08,-118.36
4326,380400.0,3.125,52.0,1164.0,257.0,575.0,251.0,34.08,-118.32
4328,442900.0,3.2426,50.0,2989.0,832.0,1345.0,775.0,34.08,-118.33
4329,254500.0,2.2422,30.0,1390.0,457.0,1460.0,423.0,34.08,-118.31
4330,287500.0,1.7542,31.0,2275.0,823.0,2189.0,720.0,34.08,-118.31
4331,358100.0,2.4196,46.0,2038.0,534.0,1250.0,525.0,34.08,-118.32
4332,220000.0,2.7543,23.0,1443.0,521.0,1264.0,450.0,34.08,-118.31
4333,330300.0,3.37,52.0,1137.0,304.0,754.0,297.0,34.08,-118.32
4334,380300.0,4.1429,52.0,2370.0,473.0,1053.0,434.0,34.08,-118.32
4335,247500.0,1.8771,34.0,2501.0,1047.0,3326.0,970.0,34.08,-118.3
4336,205600.0,2.1766,36.0,1276.0,503.0,1502.0,450.0,34.08,-118.3
4337,251100.0,2.8971,27.0,1514.0,510.0,1603.0,518.0,34.08,-118.31
4338,227100.0,2.7038,26.0,1609.0,534.0,1868.0,497.0,34.08,-118.31
4339,210000.0,1.525,34.0,479.0,182.0,557.0,170.0,34.08,-118.29
4340,212500.0,1.8495,23.0,1864.0,937.0,2795.0,858.0,34.08,-118.29
4341,225000.0,1.5685,34.0,1562.0,651.0,1774.0,559.0,34.08,-118.3
4342,258300.0,2.3846,32.0,2880.0,1063.0,3646.0,1028.0,34.08,-118.3
4343,173900.0,2.4,25.0,2459.0,823.0,2635.0,763.0,34.08,-118.29
4344,137500.0,1.9286,38.0,380.0,130.0,445.0,140.0,34.08,-118.29
4349,416700.0,7.1134,38.0,2601.0,523.0,870.0,474.0,34.11,-118.38
4356,355300.0,2.9643,38.0,2158.0,582.0,1061.0,577.0,34.09,-118.36
4357,367100.0,1.9937,40.0,3110.0,764.0,1557.0,763.0,34.08,-118.36
4358,374100.0,3.9783,52.0,2946.0,695.0,1258.0,650.0,34.08,-118.37
4359,300000.0,3.2149,22.0,3008.0,938.0,1224.0,816.0,34.08,-118.37
4361,397900.0,3.3864,45.0,2195.0,483.0,1265.0,455.0,34.08,-118.36
4362,393600.0,5.7524,52.0,1466.0,254.0,600.0,253.0,34.08,-118.37
4363,423700.0,6.0338,52.0,1234.0,223.0,543.0,213.0,34.08,-118.37
4364,318600.0,3.6579,48.0,2566.0,571.0,1421.0,563.0,34.1,-118.26
4365,350000.0,4.0721,52.0,1310.0,263.0,689.0,208.0,34.1,-118.26
4366,421600.0,6.4459,51.0,3149.0,519.0,1082.0,510.0,34.1,-118.27
4367,412700.0,5.7778,41.0,3729.0,740.0,1364.0,707.0,34.1,-118.27
4368,306800.0,2.978,41.0,4138.0,1130.0,1859.0,1030.0,34.11,-118.27
4369,352100.0,4.2019,46.0,1156.0,203.0,514.0,213.0,34.11,-118.28
4370,397500.0,5.4122,52.0,2036.0,348.0,775.0,332.0,34.11,-118.28
4371,360500.0,4.5781,52.0,1803.0,437.0,787.0,388.0,34.11,-118.28
4372,324000.0,4.0602,44.0,2728.0,585.0,1227.0,567.0,34.1,-118.28
4373,304600.0,4.7132,50.0,2113.0,398.0,793.0,418.0,34.1,-118.27
4374,210900.0,3.0958,49.0,1767.0,467.0,1066.0,438.0,34.1,-118.28
4375,200000.0,2.3421,48.0,805.0,246.0,633.0,235.0,34.1,-118.28
4376,217300.0,2.7875,49.0,2843.0,880.0,2004.0,796.0,34.1,-118.28
4377,344800.0,4.1667,48.0,1527.0,295.0,589.0,286.0,34.09,-118.27
4378,268800.0,3.9674,52.0,3225.0,763.0,1559.0,710.0,34.09,-118.27
4379,196500.0,2.3333,52.0,2273.0,663.0,1480.0,597.0,34.09,-118.28
4380,252300.0,3.7847,52.0,2327.0,555.0,1048.0,491.0,34.09,-118.27
4381,278800.0,3.6434,51.0,1532.0,366.0,669.0,333.0,34.09,-118.26
4382,241400.0,3.8448,36.0,3503.0,833.0,2652.0,788.0,34.09,-118.26
4383,230800.0,4.625,52.0,1079.0,222.0,439.0,201.0,34.09,-118.27
4384,225000.0,2.9709,44.0,3646.0,912.0,1783.0,861.0,34.09,-118.27
4385,166700.0,2.3816,52.0,984.0,276.0,994.0,260.0,34.08,-118.26
4386,203300.0,2.4375,41.0,1396.0,360.0,1069.0,363.0,34.08,-118.26
4387,187500.0,3.5039,46.0,945.0,250.0,910.0,252.0,34.08,-118.26
4388,198800.0,2.3913,35.0,1147.0,365.0,1016.0,296.0,34.08,-118.27
4389,170500.0,2.0214,36.0,2306.0,813.0,2823.0,765.0,34.07,-118.26
4390,187500.0,2.625,28.0,579.0,184.0,673.0,202.0,34.07,-118.26
4391,160000.0,1.7016,27.0,1190.0,518.0,1795.0,422.0,34.07,-118.27
4392,157500.0,2.5521,38.0,2265.0,801.0,2899.0,792.0,34.08,-118.27
4393,184300.0,2.7179,46.0,3007.0,854.0,2587.0,814.0,34.08,-118.27
4394,200000.0,2.9423,42.0,997.0,374.0,982.0,372.0,34.08,-118.28
4395,203100.0,2.6178,52.0,2465.0,773.0,2328.0,746.0,34.08,-118.28
4396,185000.0,3.2386,43.0,962.0,253.0,658.0,244.0,34.08,-118.27
4397,170800.0,1.87,38.0,1270.0,556.0,1692.0,450.0,34.07,-118.27
4398,182000.0,3.1607,42.0,1618.0,522.0,1454.0,440.0,34.08,-118.28
4399,228800.0,2.4429,52.0,1739.0,464.0,938.0,482.0,34.09,-118.28
4400,213500.0,2.875,39.0,3162.0,896.0,1934.0,818.0,34.08,-118.28
4401,169100.0,2.7366,40.0,1630.0,543.0,1568.0,510.0,34.08,-118.28
4402,219200.0,2.4677,49.0,3828.0,1197.0,2862.0,1009.0,34.09,-118.28
4403,156300.0,1.9722,35.0,1335.0,440.0,1586.0,445.0,34.07,-118.23
4404,143800.0,3.1944,40.0,506.0,119.0,397.0,114.0,34.07,-118.23
4405,187500.0,4.9844,52.0,109.0,20.0,86.0,24.0,34.08,-118.24
4406,137500.0,4.025,52.0,137.0,26.0,65.0,24.0,34.08,-118.24
4407,136100.0,2.6442,47.0,859.0,239.0,913.0,234.0,34.09,-118.23
4408,150000.0,2.6923,49.0,1638.0,456.0,1500.0,430.0,34.09,-118.23
4409,155500.0,2.6051,45.0,1747.0,484.0,1680.0,441.0,34.09,-118.23
4410,210000.0,3.5603,52.0,2050.0,429.0,957.0,418.0,34.09,-118.25
4411,241700.0,3.75,52.0,104.0,20.0,32.0,17.0,34.09,-118.25
4412,200000.0,2.1108,44.0,1425.0,438.0,1121.0,374.0,34.08,-118.25
4413,169200.0,2.6136,47.0,2133.0,689.0,2104.0,662.0,34.08,-118.25
4414,174300.0,2.6336,43.0,1903.0,635.0,1919.0,613.0,34.09,-118.25
4415,189400.0,2.935,52.0,1866.0,470.0,1211.0,417.0,34.09,-118.25
4416,166700.0,1.7945,50.0,1791.0,660.0,2183.0,675.0,34.08,-118.26
4417,167800.0,2.5428,45.0,2174.0,627.0,1992.0,557.0,34.08,-118.26
4418,189800.0,3.1864,52.0,3142.0,765.0,1728.0,682.0,34.09,-118.25
4419,179200.0,1.9209,45.0,2225.0,827.0,2699.0,792.0,34.08,-118.26
4420,181700.0,2.4038,46.0,2341.0,703.0,2371.0,648.0,34.07,-118.26
4421,232100.0,2.7625,52.0,830.0,200.0,701.0,189.0,34.07,-118.26
4422,217900.0,1.9028,47.0,2059.0,618.0,2033.0,544.0,34.07,-118.25
4423,175000.0,2.0,43.0,764.0,322.0,1275.0,306.0,34.07,-118.25
4424,225000.0,1.5491,20.0,41.0,17.0,87.0,25.0,34.06,-118.25
4425,137500.0,1.6136,27.0,223.0,80.0,249.0,82.0,34.07,-118.24
4426,192500.0,2.2545,18.0,4297.0,1420.0,4332.0,1286.0,34.07,-118.25
4427,133300.0,2.3942,16.0,719.0,225.0,801.0,218.0,34.07,-118.25
4428,150000.0,1.875,40.0,1081.0,282.0,970.0,263.0,34.09,-118.22
4429,154200.0,1.8173,31.0,394.0,117.0,573.0,131.0,34.08,-118.22
4430,152100.0,1.9704,34.0,1709.0,562.0,2105.0,503.0,34.08,-118.22
4431,115500.0,2.3409,38.0,1241.0,298.0,1055.0,263.0,34.08,-118.19
4432,114000.0,2.4375,49.0,1320.0,309.0,1405.0,328.0,34.08,-118.2
4433,139600.0,1.9937,21.0,1353.0,380.0,1688.0,367.0,34.07,-118.2
4434,159600.0,2.2708,34.0,1765.0,551.0,2203.0,500.0,34.07,-118.2
4435,133900.0,2.2907,39.0,986.0,361.0,1347.0,299.0,34.08,-118.21
4436,173200.0,1.9495,26.0,2574.0,807.0,3163.0,802.0,34.08,-118.21
4437,138200.0,2.5343,39.0,1594.0,430.0,1668.0,378.0,34.09,-118.2
4438,126000.0,2.2222,41.0,1807.0,429.0,1699.0,424.0,34.08,-118.2
4439,213000.0,4.239,39.0,2054.0,423.0,1205.0,403.0,34.1,-118.19
4440,153000.0,2.6806,52.0,3672.0,808.0,3062.0,764.0,34.08,-118.21
4441,138500.0,1.6118,39.0,1287.0,353.0,1171.0,345.0,34.09,-118.21
4442,144200.0,2.4632,39.0,1561.0,445.0,1780.0,391.0,34.09,-118.21
4443,159200.0,1.9881,37.0,1822.0,498.0,1961.0,506.0,34.09,-118.21
4444,145800.0,2.0133,35.0,1504.0,477.0,2059.0,498.0,34.07,-118.22
4445,158300.0,1.7463,36.0,839.0,250.0,1079.0,245.0,34.07,-118.22
4446,160200.0,2.1333,31.0,1077.0,300.0,1198.0,274.0,34.07,-118.21
4447,167200.0,2.4135,52.0,1770.0,435.0,1848.0,439.0,34.07,-118.21
4448,191700.0,1.7292,47.0,1346.0,383.0,1452.0,371.0,34.07,-118.21
4449,153100.0,2.3859,31.0,1453.0,404.0,1486.0,389.0,34.07,-118.21
4450,168800.0,1.9375,42.0,902.0,318.0,1312.0,323.0,34.07,-118.21
4451,147500.0,1.8781,29.0,1478.0,413.0,1580.0,394.0,34.06,-118.21
4452,170800.0,2.1696,36.0,3334.0,920.0,2881.0,800.0,34.09,-118.16
4453,142500.0,3.1146,48.0,2514.0,595.0,2484.0,601.0,34.1,-118.17
4454,145800.0,1.3125,37.0,299.0,89.0,318.0,92.0,34.1,-118.17
4455,153800.0,3.3977,45.0,1327.0,271.0,1069.0,284.0,34.09,-118.17
4456,148800.0,2.6226,40.0,2744.0,708.0,2747.0,674.0,34.09,-118.18
4457,184900.0,3.3785,44.0,1688.0,426.0,1605.0,384.0,34.09,-118.18
4458,144200.0,1.9706,41.0,2090.0,530.0,2043.0,537.0,34.09,-118.19
4459,200400.0,4.875,10.0,1907.0,398.0,921.0,369.0,34.1,-118.18
4460,166700.0,4.975,10.0,1940.0,445.0,763.0,412.0,34.1,-118.18
4461,153100.0,4.7853,7.0,2529.0,689.0,1215.0,577.0,34.1,-118.18
4462,230900.0,4.9231,8.0,1116.0,267.0,435.0,235.0,34.1,-118.18
4463,129300.0,2.9167,35.0,2226.0,602.0,2230.0,549.0,34.08,-118.18
4464,139500.0,1.9038,35.0,1554.0,381.0,1487.0,374.0,34.08,-118.19
4465,166300.0,3.0241,38.0,2965.0,665.0,2128.0,650.0,34.07,-118.19
4466,169600.0,3.375,42.0,1555.0,337.0,1152.0,348.0,34.07,-118.19
4467,163100.0,2.5132,44.0,1734.0,364.0,1133.0,351.0,34.06,-118.19
4468,175000.0,2.375,33.0,1515.0,415.0,1345.0,346.0,34.09,-118.16
4469,162100.0,3.1442,50.0,1568.0,302.0,1093.0,333.0,34.09,-118.16
4470,156500.0,2.5523,36.0,3066.0,797.0,3097.0,780.0,34.09,-118.17
4471,146600.0,2.2348,33.0,2907.0,797.0,3212.0,793.0,34.09,-118.17
4472,135500.0,2.9939,31.0,1318.0,311.0,1164.0,289.0,34.08,-118.18
4473,151900.0,2.3281,33.0,1369.0,408.0,1475.0,377.0,34.08,-118.18
4474,144600.0,3.2031,43.0,1523.0,378.0,1338.0,352.0,34.08,-118.16
4475,158500.0,3.2279,39.0,787.0,181.0,731.0,179.0,34.08,-118.17
4476,147500.0,3.375,33.0,851.0,231.0,936.0,228.0,34.08,-118.17
4477,156000.0,2.6842,28.0,2616.0,630.0,2218.0,621.0,34.07,-118.18
4478,150000.0,3.4952,19.0,2150.0,544.0,1510.0,467.0,34.07,-118.17
4479,135700.0,3.5769,41.0,247.0,55.0,925.0,50.0,34.07,-118.16
4480,148500.0,3.875,37.0,1155.0,225.0,814.0,241.0,34.07,-118.17
4481,148600.0,2.6083,27.0,2025.0,565.0,2189.0,577.0,34.06,-118.18
4482,137500.0,1.9762,32.0,555.0,159.0,748.0,163.0,34.06,-118.19
4483,93800.0,1.1868,47.0,2324.0,658.0,3020.0,594.0,34.06,-118.19
4484,112500.0,2.2961,46.0,453.0,119.0,533.0,132.0,34.06,-118.2
4485,111800.0,2.1136,40.0,1181.0,335.0,1441.0,337.0,34.06,-118.2
4486,137500.0,2.4886,8.0,762.0,204.0,728.0,174.0,34.05,-118.2
4487,133600.0,1.6667,46.0,1051.0,302.0,1435.0,305.0,34.05,-118.19
4488,142800.0,2.0885,36.0,2672.0,675.0,2883.0,674.0,34.05,-118.2
4489,125000.0,3.2125,37.0,349.0,79.0,276.0,64.0,34.05,-118.19
4490,109400.0,2.1029,46.0,321.0,101.0,401.0,86.0,34.06,-118.2
4491,156800.0,2.3611,30.0,511.0,153.0,1152.0,149.0,34.06,-118.21
4492,112500.0,10.2264,52.0,48.0,6.0,41.0,10.0,34.06,-118.22
4493,137500.0,1.0714,36.0,1243.0,470.0,1668.0,444.0,34.05,-118.22
4494,109100.0,2.095,52.0,470.0,115.0,434.0,123.0,34.06,-118.21
4495,153100.0,2.2344,34.0,1083.0,364.0,1132.0,338.0,34.06,-118.22
4496,155000.0,3.1654,34.0,1113.0,313.0,928.0,290.0,34.05,-118.22
4497,157100.0,1.6122,41.0,1422.0,478.0,1640.0,434.0,34.05,-118.22
4498,129200.0,1.3846,26.0,745.0,258.0,694.0,236.0,34.05,-118.21
4499,131900.0,2.52,28.0,1079.0,306.0,1358.0,285.0,34.05,-118.21
4500,136400.0,1.9271,28.0,950.0,357.0,1485.0,345.0,34.05,-118.21
4501,144000.0,2.121,45.0,2146.0,607.0,2868.0,625.0,34.05,-118.21
4502,141700.0,1.9615,43.0,1165.0,317.0,1279.0,303.0,34.05,-118.2
4503,121900.0,1.9205,40.0,1146.0,323.0,1354.0,321.0,34.05,-118.2
4504,117200.0,1.7054,40.0,1082.0,318.0,1085.0,273.0,34.05,-118.2
4505,147200.0,2.02,42.0,1703.0,586.0,2490.0,581.0,34.05,-118.2
4506,150000.0,2.625,41.0,1268.0,398.0,1887.0,407.0,34.05,-118.2
4507,127900.0,2.7708,43.0,977.0,266.0,1084.0,259.0,34.05,-118.19
4508,124300.0,2.1058,41.0,1098.0,264.0,1178.0,245.0,34.05,-118.19
4509,121800.0,2.29,50.0,1407.0,401.0,1526.0,385.0,34.05,-118.2
4510,134900.0,2.1806,45.0,963.0,234.0,1194.0,239.0,34.04,-118.19
4511,150000.0,1.9688,40.0,1095.0,305.0,1322.0,281.0,34.04,-118.19
4512,136700.0,2.1071,52.0,1053.0,246.0,1036.0,249.0,34.03,-118.19
4513,142600.0,3.2639,50.0,1183.0,246.0,851.0,231.0,34.03,-118.19
4514,136300.0,2.07,52.0,1249.0,307.0,1223.0,297.0,34.04,-118.2
4515,127600.0,3.7619,47.0,1894.0,408.0,1629.0,379.0,34.04,-118.2
4516,122800.0,2.3716,52.0,1754.0,452.0,1849.0,445.0,34.03,-118.2
4517,143800.0,1.8224,44.0,1399.0,386.0,1419.0,373.0,34.04,-118.2
4518,147200.0,2.181,36.0,1625.0,490.0,2003.0,478.0,34.04,-118.2
4519,125000.0,1.6888,44.0,1582.0,544.0,1998.0,515.0,34.04,-118.2
4520,135400.0,1.0333,18.0,796.0,227.0,547.0,218.0,34.04,-118.2
4521,135300.0,2.1862,36.0,1825.0,479.0,2097.0,480.0,34.04,-118.21
4522,165000.0,2.2454,37.0,845.0,249.0,881.0,252.0,34.04,-118.21
4523,148400.0,2.8,47.0,1325.0,393.0,1557.0,352.0,34.04,-118.21
4524,151600.0,1.6319,28.0,1841.0,809.0,3199.0,727.0,34.05,-118.21
4525,155000.0,2.1923,52.0,846.0,271.0,1153.0,281.0,34.04,-118.21
4526,139300.0,1.9402,43.0,1153.0,411.0,1667.0,409.0,34.05,-118.22
4527,114300.0,2.5455,47.0,722.0,235.0,930.0,226.0,34.05,-118.21
4528,141700.0,1.4189,43.0,798.0,308.0,1417.0,325.0,34.04,-118.22
4529,115600.0,1.2,44.0,1105.0,346.0,1598.0,372.0,34.05,-118.22
4530,115000.0,1.5163,43.0,2343.0,803.0,2468.0,707.0,34.04,-118.22
4531,152500.0,1.9405,43.0,1502.0,477.0,1844.0,477.0,34.04,-118.21
4532,139600.0,2.2788,47.0,1306.0,391.0,1499.0,346.0,34.04,-118.21
4533,139600.0,1.8125,45.0,554.0,214.0,888.0,218.0,34.03,-118.22
4534,141800.0,2.6573,45.0,1860.0,472.0,1893.0,456.0,34.03,-118.21
4535,141100.0,2.5268,44.0,1550.0,407.0,1718.0,403.0,34.03,-118.21
4536,146300.0,2.2083,52.0,497.0,132.0,547.0,121.0,34.03,-118.21
4537,145000.0,2.2656,47.0,876.0,228.0,872.0,231.0,34.03,-118.21
4538,135200.0,1.925,41.0,1292.0,334.0,1150.0,322.0,34.03,-118.2
4539,146000.0,2.75,49.0,1098.0,317.0,1411.0,301.0,34.02,-118.2
4540,135200.0,2.3472,52.0,774.0,209.0,813.0,203.0,34.03,-118.2
4541,140800.0,2.7266,37.0,1583.0,392.0,1776.0,377.0,34.03,-118.2
4542,140600.0,1.4115,52.0,583.0,157.0,730.0,174.0,34.03,-118.2
4543,129700.0,2.6875,45.0,792.0,203.0,872.0,188.0,34.02,-118.21
4544,144800.0,2.3575,44.0,2702.0,770.0,3260.0,721.0,34.02,-118.19
4545,130700.0,2.3944,48.0,2230.0,593.0,2419.0,598.0,34.02,-118.2
4546,175000.0,1.625,26.0,36.0,9.0,35.0,9.0,34.02,-118.2
4547,126600.0,3.7543,42.0,498.0,120.0,548.0,119.0,34.02,-118.2
4548,67500.0,7.575199999999999,52.0,22.0,7.0,55.0,7.0,34.02,-118.21
4549,133300.0,1.3615,43.0,1811.0,513.0,2123.0,487.0,34.02,-118.21
4550,225000.0,2.5313,52.0,346.0,270.0,346.0,251.0,34.05,-118.23
4551,181300.0,0.8288,13.0,1703.0,697.0,1823.0,669.0,34.05,-118.24
4552,112500.0,1.0769,52.0,116.0,107.0,171.0,92.0,34.04,-118.24
4553,350000.0,1.1979,33.0,390.0,199.0,435.0,193.0,34.06,-118.24
4554,87500.0,1.0227,8.0,1204.0,552.0,1074.0,517.0,34.06,-118.24
4555,162500.0,1.7395,19.0,2870.0,1021.0,3325.0,978.0,34.06,-118.24
4556,350000.0,0.6775,52.0,2806.0,1944.0,2232.0,1605.0,34.05,-118.25
4557,275000.0,0.8131,8.0,3105.0,1256.0,1086.0,997.0,34.05,-118.25
4558,287500.0,5.3081,12.0,4011.0,1438.0,1673.0,1088.0,34.06,-118.25
4560,162500.0,2.462,6.0,1529.0,566.0,1051.0,473.0,34.04,-118.26
4561,312500.0,1.7763,52.0,174.0,66.0,249.0,57.0,34.06,-118.25
4562,175000.0,1.4886,15.0,326.0,123.0,490.0,105.0,34.06,-118.26
4563,131300.0,1.8625,40.0,637.0,273.0,1150.0,263.0,34.06,-118.26
4564,185900.0,1.8438,52.0,1802.0,613.0,2382.0,587.0,34.07,-118.26
4565,165600.0,2.2607,40.0,680.0,273.0,995.0,249.0,34.07,-118.26
4566,187500.0,2.5227,30.0,929.0,238.0,763.0,214.0,34.07,-118.26
4567,225000.0,2.345,38.0,715.0,282.0,1174.0,300.0,34.06,-118.26
4568,87500.0,1.5854,42.0,2541.0,1282.0,3974.0,1189.0,34.06,-118.26
4569,213300.0,2.3438,42.0,1175.0,428.0,1593.0,407.0,34.07,-118.27
4570,154200.0,1.5885,30.0,1771.0,788.0,2188.0,764.0,34.06,-118.27
4571,152100.0,2.3438,34.0,786.0,341.0,1239.0,320.0,34.07,-118.27
4572,152500.0,2.1135,32.0,1657.0,579.0,2071.0,598.0,34.07,-118.27
4573,208300.0,1.9818,33.0,1416.0,686.0,2013.0,614.0,34.06,-118.27
4574,183300.0,2.3981,33.0,1177.0,468.0,1533.0,430.0,34.07,-118.27
4575,207100.0,1.9233,41.0,1072.0,331.0,1111.0,314.0,34.07,-118.28
4576,216700.0,2.4632,24.0,3247.0,1281.0,2642.0,1182.0,34.07,-118.28
4577,265900.0,2.2552,14.0,1924.0,926.0,2226.0,792.0,34.07,-118.28
4578,190000.0,2.3636,32.0,1777.0,536.0,1684.0,489.0,34.07,-118.28
4579,177500.0,2.0173,25.0,7522.0,3179.0,7221.0,2902.0,34.07,-118.28
4580,400000.0,1.1642,14.0,1787.0,853.0,2251.0,763.0,34.06,-118.28
4581,175000.0,1.7199,17.0,2518.0,1196.0,3051.0,1000.0,34.06,-118.28
4582,137500.0,1.1346,17.0,2124.0,1168.0,3915.0,1137.0,34.06,-118.27
4583,112500.0,1.3241,25.0,1714.0,1176.0,3723.0,1036.0,34.06,-118.27
4584,187500.0,1.494,45.0,564.0,353.0,1172.0,319.0,34.06,-118.27
4585,275000.0,1.4904,26.0,513.0,338.0,1204.0,321.0,34.06,-118.27
4586,110000.0,1.7238,33.0,1950.0,1047.0,3707.0,1012.0,34.06,-118.26
4587,137500.0,2.7634,37.0,350.0,245.0,1122.0,248.0,34.05,-118.27
4588,275000.0,0.9563,52.0,1292.0,864.0,2081.0,724.0,34.05,-118.27
4589,225000.0,1.6184,52.0,1261.0,616.0,2309.0,581.0,34.06,-118.28
4590,187500.0,1.1122,52.0,936.0,454.0,990.0,354.0,34.06,-118.28
4591,162500.0,1.2254,42.0,2472.0,1368.0,3795.0,1179.0,34.06,-118.28
4592,325000.0,1.7866,25.0,1316.0,836.0,2796.0,784.0,34.05,-118.27
4593,225000.0,1.5727,26.0,1164.0,674.0,1685.0,541.0,34.05,-118.27
4594,275000.0,1.4615,28.0,1306.0,637.0,2079.0,598.0,34.05,-118.28
4595,162500.0,1.6355,31.0,1525.0,730.0,2510.0,652.0,34.05,-118.28
4596,158900.0,1.4413,41.0,1788.0,774.0,2931.0,702.0,34.05,-118.28
4597,162500.0,1.3,41.0,1075.0,597.0,2260.0,614.0,34.05,-118.28
4598,212500.0,1.4801,44.0,968.0,384.0,1805.0,375.0,34.05,-118.28
4599,112500.0,1.3169,47.0,661.0,359.0,1406.0,307.0,34.05,-118.27
4600,118100.0,1.7038,13.0,1784.0,730.0,2158.0,682.0,34.04,-118.27
4601,225000.0,1.8304,24.0,323.0,214.0,751.0,189.0,34.05,-118.27
4602,275000.0,1.2012,12.0,535.0,328.0,1194.0,365.0,34.05,-118.27
4608,432800.0,3.4812,52.0,1311.0,310.0,707.0,290.0,34.06,-118.34
4609,316700.0,1.6806,49.0,649.0,315.0,987.0,329.0,34.08,-118.29
4610,290600.0,2.5386,19.0,3013.0,1118.0,2465.0,1008.0,34.07,-118.29
4611,141700.0,2.0185,9.0,1554.0,815.0,1704.0,761.0,34.06,-118.29
4612,300000.0,1.6406,22.0,492.0,269.0,634.0,261.0,34.07,-118.29
4613,253100.0,2.3567,26.0,2302.0,1124.0,2660.0,1004.0,34.07,-118.29
4614,300000.0,1.925,43.0,3056.0,1345.0,3920.0,1304.0,34.08,-118.29
4615,230600.0,2.4348,31.0,1489.0,664.0,1793.0,556.0,34.07,-118.3
4616,237500.0,1.8238,46.0,5677.0,2610.0,7443.0,2406.0,34.07,-118.3
4617,282300.0,2.3375,26.0,2107.0,757.0,2660.0,740.0,34.07,-118.3
4618,281700.0,3.425,36.0,2657.0,738.0,2274.0,723.0,34.07,-118.3
4619,305600.0,2.2364,28.0,2362.0,949.0,2759.0,894.0,34.07,-118.31
4620,350900.0,2.6218,49.0,2549.0,630.0,1539.0,594.0,34.08,-118.31
4621,445000.0,2.2653,40.0,2657.0,794.0,2149.0,749.0,34.07,-118.31
4623,450000.0,0.8803999999999998,36.0,369.0,147.0,145.0,136.0,34.06,-118.31
4625,404500.0,3.5909,25.0,2740.0,707.0,1420.0,664.0,34.07,-118.32
4627,166700.0,2.3105,26.0,5062.0,2055.0,4533.0,1822.0,34.07,-118.31
4628,412500.0,1.6987,30.0,3110.0,1269.0,2535.0,1218.0,34.06,-118.31
4629,175000.0,2.2708,18.0,3759.0,1621.0,3296.0,1462.0,34.07,-118.3
4631,75000.0,2.2094,20.0,1782.0,896.0,1749.0,823.0,34.06,-118.3
